,Unnamed: 0.1,Unnamed: 0,DEF_TEAM,OPP_CODE,YEAR,WEEK,SCORE_OPP,PASSING_CMP,PASSING_ATT,PASSING_YDS,PASSING_TD,PASSING_INT,PASSING_SK,PASSING_Y_A,PASSING_NY_A,PASSING_CMP_PCT,PASSING_RATE,RUSHING_ATT,RUSHING_YDS,RUSHING_Y_A,RUSHING_TD
1978,1978,0,ARI,TEN,2021,1.0,13.0,22.0,36.0,162.0,1.0,1.0,6.0,6.1,3.9,61.1,69.4,22.0,86.0,3.9,1.0
1979,1979,1,ARI,MIN,2021,2.0,33.0,22.0,32.0,242.0,3.0,0.0,1.0,7.6,7.3,68.8,122.1,27.0,177.0,6.6,0.0
1980,1980,2,ARI,JAX,2021,3.0,19.0,22.0,34.0,202.0,1.0,2.0,3.0,6.4,5.5,64.7,66.1,29.0,159.0,5.5,1.0
1981,1981,3,ARI,LAR,2021,4.0,20.0,26.0,41.0,280.0,2.0,1.0,0.0,6.8,6.8,63.4,89.5,23.0,121.0,5.3,0.0
1982,1982,4,ARI,SFO,2021,5.0,10.0,15.0,29.0,186.0,0.0,1.0,2.0,6.6,6.0,51.7,57.5,28.0,152.0,5.4,1.0
1983,1983,5,ARI,CLE,2021,6.0,14.0,20.0,31.0,217.0,2.0,1.0,5.0,7.7,6.0,64.5,93.1,19.0,73.0,3.8,0.0
1984,1984,6,ARI,HOU,2021,7.0,5.0,23.0,32.0,118.0,0.0,0.0,2.0,4.2,3.5,71.9,77.3,15.0,42.0,2.8,0.0
1985,1985,7,ARI,GNB,2021,8.0,24.0,22.0,37.0,184.0,2.0,0.0,1.0,5.0,4.8,59.5,90.4,34.0,151.0,4.4,1.0
1986,1986,8,ARI,SFO,2021,9.0,17.0,28.0,40.0,298.0,2.0,1.0,5.0,8.2,6.6,70.0,97.7,11.0,39.0,3.5,0.0
1987,1987,9,ARI,CAR,2021,10.0,34.0,25.0,33.0,175.0,1.0,1.0,0.0,5.3,5.3,75.8,84.8,37.0,166.0,4.5,2.0
1988,1988,10,ARI,SEA,2021,11.0,13.0,14.0,26.0,180.0,0.0,0.0,4.0,8.0,6.0,53.8,75.8,19.0,86.0,4.5,1.0
1989,1989,11,ARI,CHI,2021,13.0,22.0,26.0,41.0,217.0,2.0,4.0,3.0,5.6,4.9,63.4,53.7,27.0,112.0,4.1,1.0
1990,1990,12,ARI,LAR,2021,14.0,30.0,23.0,30.0,267.0,3.0,0.0,3.0,9.6,8.1,76.7,136.4,21.0,89.0,4.2,0.0
1991,1991,13,ARI,DET,2021,15.0,30.0,21.0,26.0,212.0,3.0,0.0,2.0,8.3,7.6,80.8,139.1,34.0,126.0,3.7,0.0
1992,1992,14,ARI,IND,2021,16.0,22.0,18.0,28.0,220.0,2.0,0.0,2.0,8.0,7.3,64.3,112.2,33.0,126.0,3.8,0.0
1993,1993,15,ARI,DAL,2021,17.0,22.0,25.0,39.0,256.0,3.0,0.0,1.0,6.6,6.4,64.1,108.5,17.0,45.0,2.6,0.0
1994,1994,16,ARI,SEA,2021,18.0,38.0,15.0,26.0,229.0,3.0,1.0,1.0,9.2,8.5,57.7,109.3,30.0,202.0,6.7,2.0
1995,1995,0,NWE,MIA,2021,1.0,17.0,16.0,27.0,185.0,1.0,1.0,2.0,7.5,6.4,59.3,76.9,23.0,74.0,3.2,1.0
1996,1996,1,NWE,NYJ,2021,2.0,6.0,19.0,33.0,184.0,0.0,4.0,4.0,6.4,5.0,57.6,33.7,31.0,152.0,4.9,0.0
1997,1997,2,NWE,NOR,2021,3.0,28.0,13.0,21.0,110.0,2.0,0.0,3.0,6.1,4.6,61.9,107.2,38.0,142.0,3.7,1.0
1998,1998,3,NWE,TAM,2021,4.0,19.0,22.0,43.0,261.0,0.0,0.0,1.0,6.3,5.9,51.2,70.0,30.0,120.0,4.0,1.0
1999,1999,4,NWE,HOU,2021,5.0,22.0,21.0,29.0,293.0,3.0,0.0,3.0,10.8,9.2,72.4,139.0,24.0,67.0,2.8,0.0
2000,2000,5,NWE,DAL,2021,6.0,35.0,36.0,51.0,445.0,3.0,1.0,0.0,8.7,8.7,70.6,108.7,31.0,122.0,3.9,0.0
2001,2001,6,NWE,NYJ,2021,7.0,13.0,26.0,42.0,237.0,1.0,2.0,2.0,6.0,5.4,61.9,65.3,17.0,62.0,3.6,1.0
2002,2002,7,NWE,LAC,2021,8.0,24.0,18.0,35.0,206.0,2.0,2.0,3.0,6.4,5.4,51.4,64.7,20.0,163.0,8.2,1.0
2003,2003,8,NWE,CAR,2021,9.0,6.0,16.0,33.0,162.0,0.0,3.0,1.0,5.2,4.8,48.5,25.1,23.0,78.0,3.4,0.0
2004,2004,9,NWE,CLE,2021,10.0,7.0,19.0,33.0,118.0,1.0,1.0,5.0,4.7,3.1,57.6,62.4,20.0,99.0,5.0,0.0
2005,2005,10,NWE,ATL,2021,11.0,0.0,20.0,32.0,125.0,0.0,4.0,4.0,4.9,3.5,62.5,30.9,16.0,40.0,2.5,0.0
2006,2006,11,NWE,TEN,2021,12.0,13.0,11.0,21.0,85.0,1.0,1.0,2.0,4.4,3.7,52.4,58.6,39.0,270.0,6.9,1.0
2007,2007,12,NWE,BUF,2021,13.0,10.0,15.0,30.0,131.0,1.0,0.0,2.0,4.8,4.1,50.0,73.1,25.0,99.0,4.0,0.0
2008,2008,13,NWE,IND,2021,15.0,27.0,5.0,12.0,49.0,1.0,1.0,1.0,4.8,3.8,41.7,46.9,39.0,226.0,5.8,1.0
2009,2009,14,NWE,BUF,2021,16.0,33.0,30.0,47.0,314.0,3.0,0.0,0.0,6.7,6.7,63.8,104.4,28.0,114.0,4.1,1.0
2010,2010,15,NWE,JAX,2021,17.0,10.0,17.0,27.0,173.0,1.0,3.0,2.0,7.1,6.0,63.0,54.0,17.0,80.0,4.7,0.0
2011,2011,16,NWE,MIA,2021,18.0,33.0,15.0,22.0,103.0,1.0,0.0,1.0,5.0,4.5,68.2,93.6,43.0,195.0,4.5,1.0
2012,2012,0,PIT,BUF,2021,1.0,16.0,30.0,51.0,254.0,1.0,0.0,3.0,5.3,4.7,58.8,78.4,25.0,117.0,4.7,0.0
2013,2013,1,PIT,LVR,2021,2.0,26.0,28.0,37.0,373.0,2.0,0.0,2.0,10.3,9.6,75.7,125.2,25.0,52.0,2.1,0.0
2014,2014,2,PIT,CIN,2021,3.0,24.0,14.0,18.0,172.0,3.0,1.0,0.0,9.6,9.6,77.8,122.9,24.0,96.0,4.0,0.0
2015,2015,3,PIT,GNB,2021,4.0,27.0,20.0,36.0,236.0,2.0,0.0,3.0,6.9,6.1,55.6,94.2,33.0,131.0,4.0,1.0
2016,2016,4,PIT,DEN,2021,5.0,19.0,24.0,38.0,268.0,2.0,1.0,2.0,7.6,6.7,63.2,90.7,18.0,106.0,5.9,0.0
2017,2017,5,PIT,SEA,2021,6.0,20.0,23.0,32.0,165.0,1.0,0.0,5.0,6.5,4.5,71.9,93.9,27.0,144.0,5.3,1.0
2018,2018,6,PIT,CLE,2021,8.0,10.0,20.0,31.0,210.0,0.0,0.0,4.0,7.3,6.0,64.5,84.1,23.0,96.0,4.2,1.0
2019,2019,7,PIT,CHI,2021,9.0,27.0,17.0,29.0,278.0,1.0,1.0,3.0,10.0,8.7,58.6,88.0,26.0,136.0,5.2,1.0
2020,2020,8,PIT,DET,2021,10.0,16.0,14.0,25.0,77.0,0.0,0.0,4.0,4.6,2.7,56.0,61.6,39.0,229.0,5.9,2.0
2021,2021,9,PIT,LAC,2021,11.0,41.0,30.0,41.0,374.0,3.0,1.0,2.0,9.3,8.7,73.2,115.3,26.0,159.0,6.1,2.0
2022,2022,10,PIT,CIN,2021,12.0,41.0,20.0,25.0,172.0,1.0,1.0,2.0,7.6,6.4,80.0,92.0,38.0,198.0,5.2,3.0
2023,2023,11,PIT,BAL,2021,13.0,19.0,23.0,37.0,219.0,1.0,1.0,7.0,6.8,5.0,62.2,76.3,25.0,107.0,4.3,1.0
2024,2024,12,PIT,MIN,2021,14.0,36.0,14.0,31.0,216.0,2.0,2.0,0.0,7.0,7.0,45.2,63.4,36.0,242.0,6.7,2.0
2025,2025,13,PIT,TEN,2021,15.0,13.0,23.0,32.0,117.0,0.0,1.0,4.0,4.8,3.3,71.9,64.2,42.0,201.0,4.8,1.0
2026,2026,14,PIT,KAN,2021,16.0,36.0,23.0,30.0,254.0,3.0,0.0,2.0,8.6,7.9,76.7,134.6,35.0,127.0,3.6,1.0
2027,2027,15,PIT,CLE,2021,17.0,14.0,16.0,38.0,139.0,2.0,2.0,9.0,4.9,3.0,42.1,48.0,20.0,93.0,4.7,0.0
2028,2028,16,PIT,BAL,2021,18.0,13.0,16.0,32.0,132.0,0.0,2.0,3.0,4.4,3.8,50.0,34.9,36.0,249.0,6.9,1.0
2029,2029,0,IND,SEA,2021,1.0,28.0,18.0,23.0,241.0,4.0,0.0,3.0,11.0,9.3,78.3,149.9,27.0,140.0,5.2,0.0
2030,2030,1,IND,LAR,2021,2.0,27.0,19.0,30.0,270.0,2.0,1.0,1.0,9.3,8.7,63.3,100.7,29.0,101.0,3.5,1.0
2031,2031,2,IND,TEN,2021,3.0,25.0,18.0,27.0,188.0,3.0,2.0,1.0,7.3,6.7,66.7,92.8,37.0,180.0,4.9,0.0
2032,2032,3,IND,MIA,2021,4.0,17.0,20.0,30.0,168.0,2.0,0.0,3.0,6.6,5.1,66.7,103.2,16.0,35.0,2.2,0.0
2033,2033,4,IND,BAL,2021,5.0,31.0,37.0,43.0,437.0,4.0,0.0,2.0,10.3,9.7,86.0,140.0,25.0,86.0,3.4,0.0
2034,2034,5,IND,HOU,2021,6.0,3.0,29.0,43.0,229.0,0.0,2.0,2.0,5.7,5.1,67.4,61.1,29.0,124.0,4.3,0.0
2035,2035,6,IND,SFO,2021,7.0,18.0,16.0,27.0,169.0,1.0,2.0,2.0,6.7,5.8,59.3,59.0,24.0,111.0,4.6,1.0
2036,2036,7,IND,TEN,2021,8.0,34.0,23.0,34.0,247.0,3.0,2.0,3.0,7.8,6.7,67.6,93.6,31.0,93.0,3.0,0.0
2037,2037,8,IND,NYJ,2021,9.0,30.0,34.0,52.0,398.0,4.0,1.0,2.0,7.9,7.4,65.4,106.1,21.0,88.0,4.2,0.0
2038,2038,9,IND,JAX,2021,10.0,17.0,16.0,35.0,152.0,0.0,0.0,3.0,4.6,4.0,45.7,58.3,24.0,179.0,7.5,2.0
2039,2039,10,IND,BUF,2021,11.0,15.0,24.0,40.0,220.0,2.0,3.0,1.0,5.7,5.4,60.0,60.4,13.0,91.0,7.0,0.0
2040,2040,11,IND,TAM,2021,12.0,38.0,25.0,34.0,217.0,1.0,1.0,2.0,6.6,6.0,73.5,87.5,27.0,142.0,5.3,4.0
2041,2041,12,IND,HOU,2021,13.0,0.0,11.0,27.0,57.0,0.0,1.0,4.0,3.5,1.8,40.7,33.1,19.0,84.0,4.4,0.0
2042,2042,13,IND,NWE,2021,15.0,17.0,26.0,45.0,284.0,2.0,2.0,1.0,6.6,6.2,57.8,72.8,19.0,81.0,4.3,0.0
2043,2043,14,IND,ARI,2021,16.0,16.0,27.0,43.0,245.0,1.0,0.0,0.0,5.7,5.7,62.8,85.9,21.0,133.0,6.3,1.0
2044,2044,15,IND,LVR,2021,17.0,23.0,24.0,32.0,241.0,1.0,2.0,2.0,8.0,7.1,75.0,80.3,27.0,85.0,3.1,1.0
2045,2045,16,IND,JAX,2021,18.0,26.0,23.0,32.0,217.0,2.0,0.0,1.0,7.0,6.6,71.9,111.1,31.0,101.0,3.3,0.0
2046,2046,0,WAS,LAC,2021,1.0,20.0,31.0,47.0,334.0,1.0,1.0,2.0,7.2,6.8,66.0,84.9,29.0,90.0,3.1,1.0
2047,2047,1,WAS,NYG,2021,2.0,29.0,22.0,32.0,228.0,1.0,0.0,4.0,7.8,6.3,68.8,99.5,28.0,163.0,5.8,1.0
2048,2048,2,WAS,BUF,2021,3.0,43.0,33.0,44.0,359.0,4.0,0.0,0.0,8.2,8.2,75.0,128.9,33.0,122.0,3.7,1.0
2049,2049,3,WAS,ATL,2021,4.0,30.0,25.0,42.0,275.0,4.0,0.0,1.0,6.7,6.4,59.5,110.7,28.0,99.0,3.5,0.0
2050,2050,4,WAS,NOR,2021,5.0,33.0,15.0,30.0,271.0,4.0,1.0,2.0,9.3,8.5,50.0,107.1,23.0,98.0,4.3,1.0
2051,2051,5,WAS,KAN,2021,6.0,31.0,32.0,47.0,390.0,2.0,2.0,3.0,8.4,7.8,68.1,89.8,28.0,109.0,3.9,2.0
2052,2052,6,WAS,GNB,2021,7.0,24.0,27.0,35.0,247.0,3.0,0.0,3.0,7.8,6.5,77.1,124.3,15.0,57.0,3.8,0.0
2053,2053,7,WAS,DEN,2021,8.0,17.0,19.0,26.0,190.0,1.0,0.0,4.0,8.2,6.3,73.1,106.2,21.0,83.0,4.0,1.0
2054,2054,8,WAS,TAM,2021,10.0,19.0,23.0,34.0,220.0,2.0,2.0,0.0,6.5,6.5,67.6,80.5,13.0,53.0,4.1,0.0
2055,2055,9,WAS,CAR,2021,11.0,21.0,21.0,27.0,186.0,2.0,0.0,1.0,7.0,6.6,77.8,120.1,21.0,111.0,5.3,1.0
2056,2056,10,WAS,SEA,2021,12.0,15.0,20.0,31.0,233.0,2.0,0.0,2.0,8.0,7.1,64.5,108.7,12.0,34.0,2.8,0.0
2057,2057,11,WAS,LVR,2021,13.0,15.0,28.0,38.0,234.0,0.0,0.0,2.0,6.6,5.9,73.7,89.1,16.0,76.0,4.8,1.0
2058,2058,12,WAS,DAL,2021,14.0,27.0,22.0,39.0,201.0,1.0,2.0,4.0,5.4,4.7,56.4,57.7,35.0,122.0,3.5,0.0
2059,2059,13,WAS,PHI,2021,15.0,27.0,20.0,26.0,281.0,1.0,1.0,3.0,11.4,9.7,76.9,108.0,41.0,238.0,5.8,2.0
2060,2060,14,WAS,DAL,2021,16.0,56.0,30.0,42.0,389.0,5.0,0.0,3.0,9.5,8.6,71.4,139.8,28.0,108.0,3.9,1.0
2061,2061,15,WAS,PHI,2021,17.0,20.0,17.0,26.0,212.0,0.0,0.0,1.0,8.2,7.9,65.4,90.5,34.0,118.0,3.5,2.0
2062,2062,16,WAS,NYG,2021,18.0,7.0,15.0,31.0,83.0,1.0,2.0,3.0,3.3,2.4,48.4,38.8,25.0,94.0,3.8,0.0
2063,2063,0,DEN,NYG,2021,1.0,13.0,22.0,37.0,254.0,1.0,0.0,2.0,7.2,6.5,59.5,89.2,20.0,60.0,3.0,1.0
2064,2064,1,DEN,JAX,2021,2.0,13.0,14.0,33.0,114.0,1.0,2.0,1.0,3.6,3.4,42.4,36.7,16.0,75.0,4.7,0.0
2065,2065,2,DEN,NYJ,2021,3.0,0.0,19.0,35.0,119.0,0.0,2.0,5.0,4.6,3.0,54.3,37.7,13.0,43.0,3.3,0.0
2066,2066,3,DEN,BAL,2021,4.0,23.0,22.0,37.0,304.0,1.0,0.0,3.0,8.5,7.6,59.5,94.9,30.0,102.0,3.4,1.0
2067,2067,4,DEN,PIT,2021,5.0,27.0,15.0,25.0,244.0,2.0,0.0,1.0,10.1,9.4,60.0,119.4,35.0,147.0,4.2,1.0
2068,2068,5,DEN,LVR,2021,6.0,34.0,18.0,27.0,340.0,2.0,0.0,2.0,12.6,11.7,66.7,134.4,23.0,86.0,3.7,2.0
2069,2069,6,DEN,CLE,2021,7.0,17.0,21.0,33.0,194.0,1.0,0.0,1.0,6.0,5.7,63.6,89.7,33.0,182.0,5.5,1.0
2070,2070,7,DEN,WAS,2021,8.0,10.0,24.0,39.0,230.0,1.0,2.0,5.0,6.9,5.2,61.5,65.1,24.0,112.0,4.7,0.0
2071,2071,8,DEN,DAL,2021,9.0,16.0,19.0,39.0,212.0,2.0,1.0,2.0,5.9,5.2,48.7,71.7,16.0,78.0,4.9,0.0
2072,2072,9,DEN,PHI,2021,10.0,30.0,16.0,23.0,170.0,2.0,1.0,2.0,7.7,6.8,69.6,101.7,39.0,216.0,5.5,0.0
2073,2073,10,DEN,LAC,2021,12.0,13.0,28.0,44.0,285.0,2.0,2.0,3.0,6.9,6.1,63.6,78.3,17.0,72.0,4.2,0.0
2074,2074,11,DEN,KAN,2021,13.0,22.0,15.0,29.0,178.0,0.0,1.0,1.0,6.3,5.9,51.7,56.4,24.0,89.0,3.7,1.0
2075,2075,12,DEN,DET,2021,14.0,10.0,24.0,39.0,198.0,1.0,1.0,2.0,5.5,4.8,61.5,72.4,21.0,118.0,5.6,0.0
2076,2076,13,DEN,CIN,2021,15.0,15.0,15.0,22.0,136.0,1.0,0.0,3.0,7.1,5.4,68.2,99.8,26.0,113.0,4.3,0.0
2077,2077,14,DEN,LVR,2021,16.0,17.0,20.0,25.0,182.0,1.0,1.0,2.0,8.0,6.7,80.0,93.7,40.0,160.0,4.0,1.0
2078,2078,15,DEN,LAC,2021,17.0,34.0,22.0,31.0,237.0,2.0,0.0,0.0,7.6,7.6,71.0,114.6,35.0,104.0,3.0,1.0
2079,2079,16,DEN,KAN,2021,18.0,28.0,27.0,44.0,255.0,2.0,0.0,1.0,6.1,5.7,61.4,92.5,29.0,135.0,4.7,0.0
2080,2080,0,CAR,CLE,2022,1.0,26.0,18.0,34.0,138.0,1.0,0.0,1.0,4.3,3.9,52.9,72.9,39.0,217.0,5.6,1.0
2081,2081,1,CAR,NYG,2022,2.0,19.0,22.0,34.0,162.0,1.0,0.0,3.0,5.2,4.4,64.7,85.7,33.0,103.0,3.1,0.0
2082,2082,2,CAR,NOR,2022,3.0,14.0,25.0,41.0,342.0,1.0,2.0,1.0,8.6,8.1,61.0,75.5,22.0,84.0,3.8,1.0
2083,2083,3,CAR,ARI,2022,4.0,26.0,23.0,32.0,206.0,2.0,1.0,1.0,6.5,6.2,71.9,96.6,37.0,132.0,3.6,1.0
2084,2084,4,CAR,SFO,2022,5.0,37.0,18.0,30.0,244.0,2.0,0.0,2.0,8.4,7.6,60.0,108.2,29.0,153.0,5.3,2.0
2085,2085,5,CAR,LAR,2022,6.0,24.0,26.0,33.0,249.0,1.0,1.0,1.0,7.7,7.3,78.8,95.6,29.0,111.0,3.8,2.0
2086,2086,6,CAR,TAM,2022,7.0,3.0,32.0,49.0,276.0,0.0,0.0,1.0,5.9,5.5,65.3,80.0,16.0,46.0,2.9,0.0
2087,2087,7,CAR,ATL,2022,8.0,37.0,20.0,28.0,239.0,3.0,2.0,2.0,9.0,8.0,71.4,103.1,37.0,167.0,4.5,0.0
2088,2088,8,CAR,CIN,2022,9.0,42.0,25.0,31.0,223.0,1.0,0.0,2.0,7.4,6.8,80.6,107.4,39.0,241.0,6.2,5.0
2089,2089,9,CAR,ATL,2022,10.0,15.0,19.0,30.0,153.0,2.0,1.0,5.0,6.2,4.4,63.3,84.4,25.0,138.0,5.5,0.0
2090,2090,10,CAR,BAL,2022,11.0,13.0,24.0,33.0,193.0,0.0,1.0,3.0,6.3,5.4,72.7,74.4,30.0,115.0,3.8,1.0
2091,2091,11,CAR,DEN,2022,12.0,10.0,19.0,35.0,125.0,1.0,0.0,3.0,4.1,3.3,54.3,71.7,19.0,121.0,6.4,0.0
2092,2092,12,CAR,SEA,2022,14.0,24.0,21.0,36.0,241.0,3.0,2.0,3.0,7.3,6.2,58.3,83.2,14.0,46.0,3.3,0.0
2093,2093,13,CAR,PIT,2022,15.0,24.0,17.0,22.0,169.0,0.0,0.0,1.0,8.1,7.3,77.3,98.5,45.0,156.0,3.5,3.0
2094,2094,14,CAR,DET,2022,16.0,23.0,25.0,42.0,336.0,3.0,0.0,2.0,8.5,7.6,59.5,108.8,17.0,45.0,2.6,0.0
2095,2095,15,CAR,TAM,2022,17.0,30.0,34.0,45.0,411.0,3.0,0.0,3.0,9.6,8.6,75.6,125.3,25.0,67.0,2.7,1.0
2096,2096,16,CAR,NOR,2022,18.0,7.0,15.0,25.0,161.0,1.0,0.0,1.0,6.8,6.2,60.0,92.2,32.0,143.0,4.5,0.0
2097,2097,0,SFO,CHI,2022,1.0,19.0,8.0,17.0,105.0,2.0,1.0,2.0,7.1,5.5,47.1,81.7,37.0,99.0,2.7,1.0
2098,2098,1,SFO,SEA,2022,2.0,7.0,24.0,31.0,180.0,0.0,2.0,2.0,6.4,5.5,77.4,63.9,14.0,36.0,2.6,0.0
2099,2099,2,SFO,DEN,2022,3.0,11.0,20.0,33.0,160.0,0.0,0.0,4.0,5.6,4.3,60.6,72.8,33.0,101.0,3.1,1.0
2100,2100,3,SFO,LAR,2022,4.0,9.0,32.0,48.0,200.0,0.0,1.0,7.0,5.3,3.6,66.7,66.3,18.0,57.0,3.2,0.0
2101,2101,4,SFO,CAR,2022,5.0,15.0,25.0,42.0,244.0,0.0,1.0,6.0,6.5,5.1,59.5,66.0,17.0,64.0,3.8,1.0
2102,2102,5,SFO,ATL,2022,6.0,28.0,13.0,14.0,121.0,2.0,0.0,2.0,9.2,7.6,92.9,142.3,40.0,168.0,4.2,1.0
2103,2103,6,SFO,KAN,2022,7.0,44.0,25.0,36.0,417.0,3.0,1.0,1.0,11.8,11.3,69.4,124.4,21.0,112.0,5.3,3.0
2104,2104,7,SFO,LAR,2022,8.0,14.0,22.0,33.0,167.0,1.0,0.0,2.0,5.7,4.8,66.7,88.8,21.0,56.0,2.7,1.0
2105,2105,8,SFO,LAC,2022,10.0,16.0,21.0,37.0,187.0,1.0,1.0,3.0,5.3,4.7,56.8,68.2,16.0,51.0,3.2,0.0
2106,2106,9,SFO,ARI,2022,11.0,10.0,30.0,44.0,247.0,0.0,2.0,3.0,6.3,5.3,68.2,63.4,24.0,67.0,2.8,1.0
2107,2107,10,SFO,NOR,2022,12.0,0.0,18.0,30.0,197.0,0.0,0.0,1.0,6.8,6.4,60.0,79.4,22.0,63.0,2.9,0.0
2108,2108,11,SFO,MIA,2022,13.0,17.0,18.0,34.0,275.0,2.0,3.0,3.0,8.7,7.4,52.9,62.7,8.0,33.0,4.1,0.0
2109,2109,12,SFO,TAM,2022,14.0,7.0,34.0,55.0,253.0,1.0,2.0,0.0,4.6,4.6,61.8,63.7,19.0,69.0,3.6,0.0
2110,2110,13,SFO,SEA,2022,15.0,13.0,31.0,44.0,207.0,1.0,0.0,3.0,5.4,4.4,70.5,88.0,14.0,70.0,5.0,0.0
2111,2111,14,SFO,WAS,2022,16.0,20.0,25.0,34.0,270.0,3.0,1.0,2.0,8.5,7.5,73.5,113.6,33.0,79.0,2.4,0.0
2112,2112,15,SFO,LVR,2022,17.0,34.0,23.0,34.0,365.0,3.0,2.0,0.0,10.7,10.7,67.6,108.1,32.0,135.0,4.2,1.0
2113,2113,16,SFO,ARI,2022,18.0,13.0,20.0,27.0,194.0,1.0,3.0,3.0,7.7,6.5,74.1,66.5,20.0,61.0,3.1,1.0
2114,2114,0,DAL,TAM,2022,1.0,19.0,18.0,27.0,195.0,1.0,1.0,2.0,7.9,6.7,66.7,84.6,33.0,152.0,4.6,0.0
2115,2115,1,DAL,CIN,2022,2.0,17.0,24.0,36.0,165.0,1.0,0.0,6.0,5.5,3.9,66.7,86.0,25.0,89.0,3.6,0.0
2116,2116,2,DAL,NYG,2022,3.0,16.0,20.0,37.0,169.0,0.0,1.0,5.0,5.3,4.0,54.1,54.9,25.0,167.0,6.7,1.0
2117,2117,3,DAL,WAS,2022,4.0,10.0,25.0,42.0,155.0,1.0,2.0,2.0,4.0,3.5,59.5,55.2,27.0,142.0,5.3,0.0
2118,2118,4,DAL,LAR,2022,5.0,10.0,29.0,44.0,285.0,1.0,1.0,5.0,7.3,5.8,65.9,82.1,15.0,38.0,2.5,0.0
2119,2119,5,DAL,PHI,2022,6.0,26.0,15.0,25.0,132.0,2.0,0.0,4.0,6.2,4.6,60.0,100.7,39.0,136.0,3.5,1.0
2120,2120,6,DAL,DET,2022,7.0,6.0,21.0,26.0,195.0,0.0,2.0,5.0,8.8,6.3,80.8,65.9,25.0,117.0,4.7,0.0
2121,2121,7,DAL,CHI,2022,8.0,29.0,18.0,24.0,131.0,2.0,0.0,4.0,6.5,4.7,75.0,115.1,43.0,240.0,5.6,2.0
2122,2122,8,DAL,GNB,2022,10.0,31.0,14.0,20.0,208.0,3.0,0.0,2.0,11.2,9.5,70.0,143.3,39.0,207.0,5.3,1.0
2123,2123,9,DAL,MIN,2022,11.0,3.0,17.0,30.0,110.0,0.0,0.0,7.0,5.3,3.0,56.7,64.6,17.0,73.0,4.3,0.0
2124,2124,10,DAL,NYG,2022,12.0,20.0,21.0,35.0,210.0,1.0,0.0,3.0,6.5,5.5,60.0,86.6,21.0,90.0,4.3,1.0
2125,2125,11,DAL,IND,2022,13.0,19.0,21.0,37.0,203.0,2.0,3.0,3.0,6.3,5.1,56.8,56.5,30.0,106.0,3.5,0.0
2126,2126,12,DAL,HOU,2022,14.0,23.0,20.0,27.0,213.0,1.0,1.0,0.0,7.9,7.9,74.1,93.6,37.0,114.0,3.1,1.0
2127,2127,13,DAL,JAX,2022,15.0,40.0,27.0,42.0,311.0,4.0,1.0,1.0,7.6,7.2,64.3,108.3,27.0,192.0,7.1,0.0
2128,2128,14,DAL,PHI,2022,16.0,34.0,24.0,40.0,355.0,2.0,2.0,0.0,8.9,8.9,60.0,84.9,29.0,87.0,3.0,1.0
2129,2129,15,DAL,TEN,2022,17.0,13.0,20.0,39.0,220.0,1.0,1.0,2.0,5.9,5.4,51.3,66.2,24.0,97.0,4.0,0.0
2130,2130,16,DAL,WAS,2022,18.0,26.0,11.0,19.0,158.0,1.0,1.0,3.0,8.9,7.2,57.9,80.6,41.0,151.0,3.7,1.0
2131,2131,0,BUF,LAR,2022,1.0,10.0,29.0,41.0,191.0,1.0,3.0,7.0,5.9,4.0,70.7,58.1,18.0,52.0,2.9,0.0
2132,2132,1,BUF,TEN,2022,2.0,7.0,12.0,24.0,107.0,0.0,2.0,2.0,5.1,4.1,50.0,27.6,27.0,80.0,3.0,1.0
2133,2133,2,BUF,MIA,2022,3.0,21.0,13.0,20.0,171.0,1.0,0.0,2.0,9.3,7.8,65.0,108.5,17.0,41.0,2.4,2.0
2134,2134,3,BUF,BAL,2022,4.0,20.0,20.0,29.0,134.0,1.0,2.0,2.0,5.0,4.3,69.0,61.6,33.0,162.0,4.9,1.0
2135,2135,4,BUF,PIT,2022,5.0,3.0,34.0,52.0,310.0,0.0,1.0,3.0,6.3,5.6,65.4,73.4,17.0,54.0,3.2,0.0
2136,2136,5,BUF,KAN,2022,6.0,20.0,25.0,40.0,319.0,2.0,2.0,3.0,8.5,7.4,62.5,83.2,18.0,68.0,3.8,0.0
2137,2137,6,BUF,GNB,2022,8.0,17.0,19.0,30.0,190.0,2.0,1.0,2.0,6.8,5.9,63.3,89.6,31.0,208.0,6.7,0.0
2138,2138,7,BUF,NYJ,2022,9.0,20.0,18.0,25.0,136.0,1.0,0.0,2.0,6.2,5.0,72.0,98.1,34.0,174.0,5.1,1.0
2139,2139,8,BUF,MIN,2022,10.0,33.0,30.0,50.0,334.0,1.0,2.0,4.0,7.1,6.2,60.0,69.9,25.0,147.0,5.9,2.0
2140,2140,9,BUF,CLE,2022,11.0,23.0,28.0,41.0,316.0,3.0,0.0,1.0,7.9,7.5,68.3,115.5,26.0,80.0,3.1,0.0
2141,2141,10,BUF,DET,2022,12.0,25.0,23.0,37.0,230.0,2.0,0.0,2.0,6.5,5.9,62.2,97.8,28.0,96.0,3.4,1.0
2142,2142,11,BUF,NWE,2022,13.0,10.0,22.0,36.0,182.0,1.0,0.0,1.0,5.4,4.9,61.1,83.3,14.0,60.0,4.3,0.0
2143,2143,12,BUF,NYJ,2022,14.0,12.0,28.0,47.0,233.0,0.0,0.0,4.0,5.7,4.6,59.6,72.4,22.0,76.0,3.5,1.0
