,GAME_ORDER,YEAR,DATE,GAME_NUMBER,WEEK,PLAYER,AGE,TEAM,OPPONENT,RESULT,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,RUSHING_1D,RUSHING_YBC,RUSHING_YBC_ATT,RUSHING_YAC,RUSHING_YAC_ATT,RUSHING_BRKTKL,RUSHING_ATT_BR,RECEIVING_TGT,RECEIVING_REC,RECEIVING_YDS,RECEIVING_TD,RECEIVING_1D,RECEIVING_YBC,RECEIVING_YBC_R,RECEIVING_YAC,RECEIVING_YAC_R,RECEIVING_ADOT,RECEIVING_BRKTKL,RECEIVING_REC_BR,RECEIVING_DROP,RECEIVING_DROP_PCT,RECEIVING_INT,RECEIVING_RAT,PASSING_CMP,PASSING_ATT,PASSING_CMP_PCT,PASSING_YDS,PASSING_TD,PASSING_INT,PASSING_RATE,PASSING_SK,PASSING_YDS1,PASSING_Y_A,PASSING_AY_A
50,51,2021,2021-11-21,11,11,Davante Adams,28.332,GNB,MIN,L 31-34,0,0,0,0,0,0,0,0,0,0,8,7,115,2,7,60,8.6,55,7.9,9.1,0,0,0,0.0,0,158.3,,,,,,,,,,,
51,52,2021,2021-11-28,12,12,Davante Adams,28.339,GNB,LAR,W 36-28,0,0,0,0,0,0,0,0,0,0,9,8,104,0,5,68,8.5,36,4.5,8.6,1,8.0,0,0.0,0,114.8,,,,,,,,,,,
52,53,2021,2021-12-12,13,14,Davante Adams,28.353,GNB,CHI,W 45-30,0,0,0,0,0,0,0,0,0,0,13,10,121,2,8,60,6.0,61,6.1,7.0,1,10.0,0,0.0,0,144.6,,,,,,,,,,,
53,54,2021,2021-12-19,14,15,Davante Adams,28.360,GNB,BAL,W 31-30,0,0,0,0,0,0,0,0,0,0,7,6,44,1,5,12,2.0,32,5.3,5.3,0,0,0,0.0,0,132.4,,,,,,,,,,,
54,55,2021,2021-12-25,15,16,Davante Adams,29.001,GNB,CLE,W 24-22,0,0,0,0,0,0,0,0,0,0,13,10,114,2,7,69,6.9,45,4.5,7.3,1,10.0,1,7.7,0,142.3,,,,,,,,,,,
55,56,2021,2022-01-02,16,17,Davante Adams,29.009,GNB,MIN,W 37-10,0,0,0,0,0,0,0,0,0,0,14,11,136,1,7,93,8.5,43,3.9,8.1,0,0,0,0.0,0,131.0,,,,,,,,,,,
56,57,2021,2022-01-09,17,18,Davante Adams,29.016,GNB,DET,L 30-37,0,0,0,0,0,0,0,0,0,0,7,6,55,0,4,22,3.7,33,5.5,6.4,1,6.0,0,0.0,0,99.4,,,,,,,,,,,
57,58,2022,2022-09-11,1,1,Davante Adams,29.261,LVR,LAC,L 19-24,0,0,0,0,0,0,0,0,0,0,17,10,141,1,8,79,7.9,62,6.2,10.4,0,0,0,0.0,1,80.8,,,,,,,,,,,
58,59,2022,2022-09-18,2,2,Davante Adams,29.268,LVR,ARI,L 23-29,0,0,0,0,0,0,0,0,0,0,7,2,12,1,2,4,2.0,8,4.0,11.6,0,0,0,0.0,0,79.2,,,,,,,,,,,
59,60,2022,2022-09-25,3,3,Davante Adams,29.275,LVR,TEN,L 22-24,1,-4,0,0,-4,-4.0,0,0.0,1,1.0,10,5,36,1,2,26,5.2,10,2.0,7.6,1,5.0,1,10.0,0,92.1,,,,,,,,,,,
60,61,2022,2022-10-02,4,4,Davante Adams,29.282,LVR,DEN,W 32-23,1,4,0,0,4,4.0,0,0.0,0,0,13,9,101,0,4,67,7.4,34,3.8,8.0,1,9.0,0,0.0,0,92.1,,,,,,,,,,,
61,62,2022,2022-10-10,5,5,Davante Adams,29.290,LVR,KAN,L 29-30,0,0,0,0,0,0,0,0,0,0,7,3,124,2,3,100,33.3,24,8.0,22.0,0,0,0,0.0,0,129.5,,,,,,,,,,,
62,63,2022,2022-10-23,6,7,Davante Adams,29.303,LVR,HOU,W 38-20,0,0,0,0,0,0,0,0,0,0,9,8,95,0,5,63,7.9,32,4.0,10.2,0,0,0,0.0,0,110.6,,,,,,,,,,,
63,64,2022,2022-10-30,7,8,Davante Adams,29.310,LVR,NOR,L 0-24,1,-1,0,0,-1,-1.0,0,0.0,0,0,5,1,3,0,0,-2,-2.0,5,5.0,17.0,1,1.0,1,20.0,0,39.6,,,,,,,,,,,
64,65,2022,2022-11-06,8,9,Davante Adams,29.317,LVR,JAX,L 20-27,0,0,0,0,0,0,0,0,0,0,17,10,146,2,6,87,8.7,59,5.9,11.4,3,3.3,2,11.8,0,126.1,,,,,,,,,,,
65,66,2022,2022-11-13,9,10,Davante Adams,29.324,LVR,IND,L 20-25,0,0,0,0,0,0,0,0,0,0,14,9,126,1,4,54,6.0,72,8.0,8.5,3,3.0,0,0.0,0,117.0,,,,,,,,,,,
66,67,2022,2022-11-20,10,11,Davante Adams,29.331,LVR,DEN,W 22-16,0,0,0,0,0,0,0,0,0,0,13,7,141,2,6,110,15.7,31,4.4,12.3,0,0,1,7.7,0,131.7,,,,,,,,,,,
67,68,2022,2022-11-27,11,12,Davante Adams,29.338,LVR,SEA,W 40-34,0,0,0,0,0,0,0,0,0,0,11,7,74,0,4,54,7.7,20,2.9,8.6,0,0,0,0.0,1,45.3,,,,,,,,,,,
68,69,2022,2022-12-04,12,13,Davante Adams,29.345,LVR,LAC,W 27-20,0,0,0,0,0,0,0,0,0,0,12,8,177,2,8,127,15.9,50,6.3,15.6,0,0,0,0.0,0,149.3,,,,,,,,,,,
69,70,2022,2022-12-08,13,14,Davante Adams,29.349,LVR,LAR,L 16-17,0,0,0,0,0,0,0,0,0,0,7,3,71,0,2,69,23.0,2,0.7,19.1,0,0,0,0.0,1,40.5,,,,,,,,,,,
70,71,2022,2022-12-18,14,15,Davante Adams,29.359,LVR,NWE,W 30-24,0,0,0,0,0,0,0,0,0,0,9,4,28,0,1,20,5.0,8,2.0,12.1,0,0,0,0.0,1,12.5,,,,,,,,,,,
71,72,2022,2022-12-24,15,16,Davante Adams,30.000,LVR,PIT,L 10-13,0,0,0,0,0,0,0,0,0,0,9,2,15,0,1,-4,-2.0,19,9.5,8.6,0,0,0,0.0,0,39.6,,,,,,,,,,,
72,73,2022,2023-01-01,16,17,Davante Adams,30.008,LVR,SFO,L 34-37,0,0,0,0,0,0,0,0,0,0,11,7,153,2,4,109,15.6,44,6.3,15.1,0,0,1,9.1,2,107.2,,,,,,,,,,,
73,74,2022,2023-01-07,17,18,Davante Adams,30.014,LVR,KAN,L 13-31,0,0,0,0,0,0,0,0,0,0,9,5,73,0,5,60,12.0,13,2.6,13.2,0,0,1,11.1,0,82.2,,,,,,,,,,,
74,75,2023,2023-09-10,1,1,Davante Adams,30.260,LVR,DEN,W 17-16,0,0,0,0,0,0,0,0,0,0,9,6,66,0,4,63,10.5,3,0.5,10.6,0,0,0,0.0,0,88.2,,,,,,,,,,,
75,76,2023,2023-09-17,2,2,Davante Adams,30.267,LVR,BUF,L 10-38,0,0,0,0,0,0,0,0,0,0,8,6,84,1,5,63,10.5,21,3.5,11.1,0,0,0,0.0,0,147.9,,,,,,,,,,,
76,77,2023,2023-09-24,3,3,Davante Adams,30.274,LVR,PIT,L 18-23,0,0,0,0,0,0,0,0,0,0,20,13,172,2,9,138,10.6,34,2.6,12.0,0,0,1,5.0,1,104.6,,,,,,,,,,,
77,78,2023,2023-10-01,4,4,Davante Adams,30.281,LVR,LAC,L 17-24,0,0,0,0,0,0,0,0,0,0,13,8,75,0,5,61,7.6,14,1.8,11.4,0,0,1,7.7,0,77.4,,,,,,,,,,,
78,79,2023,2023-10-09,5,5,Davante Adams,30.289,LVR,GNB,W 17-13,0,0,0,0,0,0,0,0,0,0,4,4,45,0,3,11,2.8,34,8.5,2.8,0,0,0,0.0,0,113.5,,,,,,,,,,,
79,80,2023,2023-10-15,6,6,Davante Adams,30.295,LVR,NWE,W 21-17,0,0,0,0,0,0,0,0,0,0,5,2,29,0,1,23,11.5,6,3.0,12.2,0,0,0,0.0,1,20.0,,,,,,,,,,,
80,81,2023,2023-10-22,7,7,Davante Adams,30.302,LVR,CHI,L 12-30,0,0,0,0,0,0,0,0,0,0,12,7,57,0,4,31,4.4,26,3.7,7.1,0,0,0,0.0,1,35.8,,,,,,,,,,,
81,82,2023,2023-10-30,8,8,Davante Adams,30.310,LVR,DET,L 14-26,0,0,0,0,0,0,0,0,0,0,7,1,11,0,1,9,9.0,2,2.0,20.4,0,0,1,14.3,1,0.0,,,,,,,,,,,
82,83,2023,2023-11-05,9,9,Davante Adams,30.316,LVR,NYG,W 30-6,0,0,0,0,0,0,0,0,0,0,7,4,34,0,2,18,4.5,16,4.0,10.9,0,0,0,0.0,0,69.9,,,,,,,,,,,
83,84,2023,2023-11-12,10,10,Davante Adams,30.323,LVR,NYJ,W 16-12,0,0,0,0,0,0,0,0,0,0,13,6,86,0,3,49,8.2,37,6.2,13.5,1,6.0,0,0.0,1,36.1,,,,,,,,,,,
84,85,2023,2023-11-19,11,11,Davante Adams,30.330,LVR,MIA,L 13-20,0,0,0,0,0,0,0,0,0,0,13,7,82,1,2,72,10.3,10,1.4,15.0,0,0,1,7.7,0,98.9,,,,,,,,,,,
85,86,2023,2023-11-26,12,12,Davante Adams,30.337,LVR,KAN,L 17-31,0,0,0,0,0,0,0,0,0,0,7,5,73,0,3,43,8.6,30,6.0,11.0,0,0,0,0.0,0,105.1,,,,,,,,,,,
86,87,2023,2023-12-10,13,14,Davante Adams,30.351,LVR,MIN,L 0-3,0,0,0,0,0,0,0,0,0,0,10,7,53,0,0,27,3.9,26,3.7,6.9,0,0,0,0.0,1,42.9,,,,,,,,,,,
87,88,2023,2023-12-14,14,15,Davante Adams,30.355,LVR,LAC,W 63-21,0,0,0,0,0,0,0,0,0,0,12,8,101,1,4,60,7.5,41,5.1,7.5,0,0,0,0.0,0,120.5,,,,,,,,,,,
88,89,2023,2023-12-25,15,16,Davante Adams,31.001,LVR,KAN,W 20-14,0,0,0,0,0,0,0,0,0,0,6,1,4,0,1,4,4.0,0,0.0,13.7,0,0,2,33.3,0,39.6,,,,,,,,,,,
89,90,2023,2023-12-31,16,17,Davante Adams,31.007,LVR,IND,L 20-23,0,0,0,0,0,0,0,0,0,0,21,13,126,2,9,113,8.7,13,1.0,10.7,0,0,1,4.8,0,110.4,,,,,,,,,,,
90,91,2023,2024-01-07,17,18,Davante Adams,31.014,LVR,DEN,W 27-14,0,0,0,0,0,0,0,0,0,0,8,5,46,1,3,23,4.6,23,4.6,5.0,1,5.0,1,12.5,0,117.7,,,,,,,,,,,
91,92,2024,2024-09-08,1,1,Davante Adams,31.259,LVR,LAC,L 10-22,0,0,0,0,0,0,0,0,0,0,6,5,59,0,3,35,7.0,24,4.8,9.7,0,0,0,0.0,0,107.6,,,,,,,,,,,
92,93,2024,2024-09-15,2,2,Davante Adams,31.266,LVR,BAL,W 26-23,0,0,0,0,0,0,0,0,0,0,12,9,110,1,5,98,10.9,12,1.3,11.6,0,0,1,8.3,0,130.6,,,,,,,,,,,
93,94,2024,2024-09-22,3,3,Davante Adams,31.273,LVR,CAR,L 22-36,0,0,0,0,0,0,0,0,0,0,9,4,40,0,2,31,7.8,9,2.3,6.8,0,0,0,0.0,1,18.1,,,,,,,,,,,
94,95,2024,2024-10-20,7,7,Davante Adams,31.301,NYJ,PIT,L 15-37,0,0,0,0,0,0,0,0,0,0,9,3,30,0,1,19,6.3,11,3.7,5.0,0,0,0,0.0,0,43.7,,,,,,,,,,,
95,96,2024,2024-10-27,8,8,Davante Adams,31.308,NYJ,NWE,L 22-25,0,0,0,0,0,0,0,0,0,0,6,4,54,0,3,36,9.0,18,4.5,9.2,0,0,0,0.0,0,95.1,,,,,,,,,,,
96,97,2024,2024-10-31,9,9,Davante Adams,31.312,NYJ,HOU,W 21-13,0,0,0,0,0,0,0,0,0,0,11,7,91,1,4,51,7.3,40,5.7,9.7,0,0,0,0.0,0,119.9,,,,,,,,,,,
97,98,2024,2024-11-10,10,10,Davante Adams,31.322,NYJ,ARI,L 6-31,0,0,0,0,0,0,0,0,0,0,13,6,31,0,1,14,2.3,17,2.8,5.9,0,0,1,7.7,0,53.0,,,,,,,,,,,
98,99,2024,2024-11-17,11,11,Davante Adams,31.329,NYJ,IND,L 27-28,0,0,0,0,0,0,0,0,0,0,7,6,72,0,3,16,2.7,56,9.3,2.6,2,3.0,0,0.0,0,109.5,,,,,,,,,,,
99,100,2024,2024-12-01,12,13,Davante Adams,31.343,NYJ,SEA,L 21-26,0,0,0,0,0,0,0,0,0,0,12,5,66,1,5,47,9.4,19,3.8,12.5,1,5.0,1,8.3,0,87.5,,,,,,,,,,,
100,101,2024,2024-12-08,13,14,Davante Adams,31.350,NYJ,MIA,L 26-32,0,0,0,0,0,0,0,0,0,0,11,9,109,1,6,58,6.4,51,5.7,6.9,3,3.0,0,0.0,0,138.3,,,,,,,,,,,
101,102,2024,2024-12-15,14,15,Davante Adams,31.357,NYJ,JAX,W 32-25,0,0,0,0,0,0,0,0,0,0,12,9,198,2,6,84,9.3,114,12.7,13.0,0,0,2,16.7,0,156.2,,,,,,,,,,,
102,103,2024,2024-12-22,15,16,Davante Adams,31.364,NYJ,LAR,L 9-19,0,0,0,0,0,0,0,0,0,0,13,7,68,1,5,30,4.3,38,5.4,7.3,0,0,1,7.7,0,94.4,,,,,,,,,,,
103,104,2024,2024-12-29,16,17,Davante Adams,32.005,NYJ,BUF,L 14-40,0,0,0,0,0,0,0,0,0,0,8,5,47,0,1,13,2.6,34,6.8,1.8,1,5.0,0,0.0,1,39.1,,,,,,,,,,,
104,105,2024,2025-01-05,17,18,Davante Adams,32.012,NYJ,MIA,W 32-20,0,0,0,0,0,0,0,0,0,0,12,6,88,1,4,58,9.7,30,5.0,9.3,0,0,0,0.0,1,67.4,,,,,,,,,,,
0,1,2018,2018-09-10,1,1,Sam Darnold,21.097,NYJ,DET,W 48-17,6,-1,0,1,-1,-0.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,76.19,198,2,1,116.8,2,18,9.43,9.19
1,2,2018,2018-09-16,2,2,Sam Darnold,21.103,NYJ,MIA,L 12-20,2,1,0,0,-2,-1.0,3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,41,60.98,334,1,2,74.6,3,14,8.15,6.44
2,3,2018,2018-09-20,3,3,Sam Darnold,21.107,NYJ,CLE,L 17-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,31,48.39,169,0,2,38.2,2,8,5.45,2.55
3,4,2018,2018-09-30,4,4,Sam Darnold,21.117,NYJ,JAX,L 12-31,2,8,0,1,8,4.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,34,50.00,167,1,0,74.0,3,23,4.91,5.50
4,5,2018,2018-10-07,5,5,Sam Darnold,21.124,NYJ,DEN,W 34-16,3,5,0,2,1,0.3,4,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,45.45,198,3,1,98.1,1,9,9.00,9.68
5,6,2018,2018-10-14,6,6,Sam Darnold,21.131,NYJ,IND,W 42-34,6,8,0,0,8,1.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,30,80.00,280,2,1,113.9,2,13,9.33,9.17
6,7,2018,2018-10-21,7,7,Sam Darnold,21.138,NYJ,MIN,L 17-37,6,18,1,4,-2,-0.3,20,3.3,2,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,42,40.48,206,1,3,34.4,3,14,4.90,2.17
7,8,2018,2018-10-28,8,8,Sam Darnold,21.145,NYJ,CHI,L 10-24,5,22,0,2,22,4.4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,48.28,153,1,0,75.8,1,3,5.28,5.97
8,9,2018,2018-11-04,9,9,Sam Darnold,21.152,NYJ,MIA,L 6-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,39,53.85,229,0,4,31.8,4,27,5.87,1.26
9,10,2018,2018-12-09,13,14,Sam Darnold,21.187,NYJ,BUF,W 27-23,4,10,0,0,3,0.8,7,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,24,66.67,170,1,1,83.7,0,0,7.08,6.04
10,11,2018,2018-12-15,14,15,Sam Darnold,21.193,NYJ,HOU,L 22-29,6,35,0,4,21,3.5,14,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,38,63.16,253,2,0,100.0,3,25,6.66,7.71
11,12,2018,2018-12-23,15,16,Sam Darnold,21.201,NYJ,GNB,L 38-44,3,4,0,1,4,1.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,35,68.57,341,3,0,128.4,2,18,9.74,11.46
12,13,2018,2018-12-30,16,17,Sam Darnold,21.208,NYJ,NWE,L 3-38,1,28,0,1,28,28.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,28,57.14,167,0,0,74.6,4,32,5.96,5.96
13,14,2019,2019-09-08,1,1,Sam Darnold,22.095,NYJ,BUF,L 16-17,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,41,68.29,175,1,0,84.9,4,20,4.27,4.76
14,15,2019,2019-10-13,5,6,Sam Darnold,22.130,NYJ,DAL,W 24-22,5,1,0,1,1,0.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,32,71.88,338,2,1,113.8,2,12,10.56,10.41
15,16,2019,2019-10-21,6,7,Sam Darnold,22.138,NYJ,NWE,L 0-33,2,-1,0,0,-1,-0.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32,34.38,86,0,4,3.6,1,13,2.69,-2.94
16,17,2019,2019-10-27,7,8,Sam Darnold,22.144,NYJ,JAX,L 15-29,1,-1,0,0,-1,-1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,30,70.00,218,2,3,73.3,8,51,7.27,4.10
17,18,2019,2019-11-03,8,9,Sam Darnold,22.151,NYJ,MIA,L 18-26,2,1,0,0,1,0.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,69.23,260,1,1,85.4,3,22,6.67,6.03
18,19,2019,2019-11-10,9,10,Sam Darnold,22.158,NYJ,NYG,W 34-27,3,25,1,2,25,8.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,30,63.33,230,1,0,97.9,2,12,7.67,8.33
19,20,2019,2019-11-17,10,11,Sam Darnold,22.165,NYJ,WAS,W 34-17,2,-3,0,0,-3,-1.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,30,63.33,293,4,1,121.3,2,8,9.77,10.93
20,21,2019,2019-11-24,11,12,Sam Darnold,22.172,NYJ,OAK,W 34-3,4,16,1,1,15,3.8,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,29,68.97,315,2,0,127.8,1,2,10.86,12.24
21,22,2019,2019-12-01,12,13,Sam Darnold,22.179,NYJ,CIN,L 6-22,2,9,0,0,6,3.0,3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,48,58.33,239,0,0,71.4,4,30,4.98,4.98
22,23,2019,2019-12-08,13,14,Sam Darnold,22.186,NYJ,MIA,W 22-21,3,3,0,0,3,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,36,55.56,270,2,1,86.6,1,8,7.50,7.36
23,24,2019,2019-12-12,14,15,Sam Darnold,22.190,NYJ,BAL,L 21-42,1,11,0,1,11,11.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,32,56.25,218,2,1,85.2,1,11,6.81,6.66
24,25,2019,2019-12-22,15,16,Sam Darnold,22.200,NYJ,PIT,W 16-10,4,3,0,1,-1,-0.3,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,61.54,183,1,0,95.5,2,9,7.04,7.81
25,26,2019,2019-12-29,16,17,Sam Darnold,22.207,NYJ,BUF,W 13-6,3,-2,0,0,-2,-0.7,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,36,63.89,199,1,1,76.0,2,14,5.53,4.83
26,27,2020,2020-09-13,1,1,Sam Darnold,23.100,NYJ,BUF,L 17-27,1,6,0,0,6,6.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,35,60.00,215,1,1,75.3,3,13,6.14,5.43
27,28,2020,2020-09-20,2,2,Sam Darnold,23.107,NYJ,SFO,L 13-31,2,7,0,1,-1,-0.5,8,4.0,1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,32,65.63,179,1,0,90.5,1,6,5.59,6.22
28,29,2020,2020-09-27,3,3,Sam Darnold,23.114,NYJ,IND,L 7-36,5,20,0,1,20,4.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29,58.62,168,1,3,47.0,2,17,5.79,1.83
29,30,2020,2020-10-01,4,4,Sam Darnold,23.118,NYJ,DEN,L 28-37,6,84,1,3,36,6.0,48,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,42,54.76,230,0,0,70.5,6,54,5.48,5.48
30,31,2020,2020-10-25,7,7,Sam Darnold,23.142,NYJ,BUF,L 10-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,52.17,120,0,2,31.1,6,29,5.22,1.30
31,32,2020,2020-11-01,8,8,Sam Darnold,23.149,NYJ,KAN,L 9-35,4,21,0,0,11,2.8,10,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,30,60.00,133,0,0,70.6,1,5,4.43,4.43
32,33,2020,2020-11-29,11,12,Sam Darnold,23.177,NYJ,MIA,L 3-20,2,9,0,2,9,4.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,27,59.26,197,0,2,51.0,3,24,7.30,3.96
33,34,2020,2020-12-06,12,13,Sam Darnold,23.184,NYJ,LVR,L 28-31,3,26,1,2,23,7.7,3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,60.87,186,2,1,97.4,3,16,8.09,7.87
34,35,2020,2020-12-13,13,14,Sam Darnold,23.191,NYJ,SEA,L 3-40,1,3,0,0,3,3.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,53.85,132,0,0,68.1,3,16,5.08,5.08
35,36,2020,2020-12-20,14,15,Sam Darnold,23.198,NYJ,LAR,W 23-20,5,18,0,1,18,3.6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,31,70.97,207,1,0,99.8,2,11,6.68,7.32
36,37,2020,2020-12-27,15,16,Sam Darnold,23.205,NYJ,CLE,W 23-16,7,20,0,2,17,2.4,3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,50.00,175,2,0,87.4,2,16,5.47,6.72
37,38,2020,2021-01-03,16,17,Sam Darnold,23.212,NYJ,NWE,L 14-28,1,3,0,1,3,3.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,34,67.65,266,1,2,76.3,3,27,7.82,5.76
38,39,2021,2021-09-12,1,1,Sam Darnold,24.099,CAR,NYJ,W 19-14,5,-1,1,1,-1,-0.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,35,68.57,279,1,0,102.0,1,9,7.97,8.54
39,40,2021,2021-09-19,2,2,Sam Darnold,24.106,CAR,NOR,W 26-7,1,7,0,0,7,7.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,38,68.42,305,2,1,99.1,2,11,8.03,7.89
40,41,2021,2021-09-23,3,3,Sam Darnold,24.110,CAR,HOU,W 24-9,8,11,2,4,3,0.4,8,1.0,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,34,67.65,304,0,0,95.7,3,14,8.94,8.94
41,42,2021,2021-10-03,4,4,Sam Darnold,24.120,CAR,DAL,L 28-36,6,35,2,4,35,5.8,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,39,66.67,301,2,2,85.5,5,35,7.72,6.44
42,43,2021,2021-10-10,5,5,Sam Darnold,24.127,CAR,PHI,L 18-21,2,10,0,1,10,5.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,37,56.76,177,1,3,44.5,3,19,4.78,1.68
43,44,2021,2021-10-17,6,6,Sam Darnold,24.134,CAR,MIN,L 28-34,4,48,0,3,48,12.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,41,41.46,207,1,1,55.6,4,19,5.05,4.44
44,45,2021,2021-10-24,7,7,Sam Darnold,24.141,CAR,NYG,L 3-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,64.00,112,0,1,57.4,3,12,4.48,2.68
45,46,2021,2021-10-31,8,8,Sam Darnold,24.148,CAR,ATL,W 19-13,8,66,0,5,58,7.3,8,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,54.17,129,0,0,69.6,0,0,5.38,5.38
46,47,2021,2021-11-07,9,9,Sam Darnold,24.155,CAR,NWE,L 6-24,3,9,0,0,9,3.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,33,48.48,172,0,3,26.3,1,10,5.21,1.12
47,48,2021,2021-12-26,15,16,Sam Darnold,24.204,CAR,TAM,L 6-32,1,11,0,1,11,11.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
48,49,2021,2022-01-02,16,17,Sam Darnold,24.211,CAR,NOR,L 10-18,2,7,0,1,6,3.0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,26,65.38,132,0,1,61.7,7,42,5.08,3.35
49,50,2021,2022-01-09,17,18,Sam Darnold,24.218,CAR,TAM,L 17-41,8,19,0,0,19,2.4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,42,69.05,219,2,1,87.3,2,12,5.21,5.10
50,51,2022,2022-11-27,12,12,Sam Darnold,25.175,CAR,DEN,W 23-10,3,3,1,1,1,0.3,2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,57.89,164,1,0,103.8,0,0,8.63,9.68
51,52,2022,2022-12-11,13,14,Sam Darnold,25.189,CAR,SEA,W 30-24,4,30,0,1,30,7.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,58.33,120,1,0,85.4,2,15,5.00,5.83
52,53,2022,2022-12-18,14,15,Sam Darnold,25.196,CAR,PIT,L 16-24,2,2,0,0,2,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,60.87,225,1,0,108.1,4,37,9.78,10.65
53,54,2022,2022-12-24,15,16,Sam Darnold,25.202,CAR,DET,W 37-23,6,19,1,3,11,1.8,8,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,68.18,250,1,0,121.4,0,0,11.36,12.27
