,GAME_ORDER,YEAR,DATE,GAME_NUMBER,WEEK,PLAYER,AGE,TEAM,OPPONENT,RESULT,RUSHING_ATT,RUSHING_YDS,RUSHING_TD,RUSHING_1D,RUSHING_YBC,RUSHING_YBC_ATT,RUSHING_YAC,RUSHING_YAC_ATT,RUSHING_BRKTKL,RUSHING_ATT_BR,RECEIVING_TGT,RECEIVING_REC,RECEIVING_YDS,RECEIVING_TD,RECEIVING_1D,RECEIVING_YBC,RECEIVING_YBC_R,RECEIVING_YAC,RECEIVING_YAC_R,RECEIVING_ADOT,RECEIVING_BRKTKL,RECEIVING_REC_BR,RECEIVING_DROP,RECEIVING_DROP_PCT,RECEIVING_INT,RECEIVING_RAT,PASSING_CMP,PASSING_ATT,PASSING_CMP_PCT,PASSING_YDS,PASSING_TD,PASSING_INT,PASSING_RATE,PASSING_SK,PASSING_YDS1,PASSING_Y_A,PASSING_AY_A
79,80,2023,2023-12-24,15,16,D.K. Metcalf,26.010,SEA,TEN,W 20-17,0,0,0,0,0,0,0,0,0,0,6,4,56,1,3,36,9.0,20,5.0,8.8,0,0,0,0.0,0,136.1,,,,,,,,,,,
80,81,2023,2023-12-31,16,17,D.K. Metcalf,26.017,SEA,PIT,L 23-30,0,0,0,0,0,0,0,0,0,0,8,5,106,0,4,61,12.2,45,9.0,9.6,0,0,1,12.5,0,106.2,,,,,,,,,,,
81,82,2023,2024-01-07,17,18,D.K. Metcalf,26.024,SEA,ARI,W 21-20,0,0,0,0,0,0,0,0,0,0,6,1,10,0,1,7,7.0,3,3.0,7.7,0,0,2,33.3,0,39.6,,,,,,,,,,,
82,83,2024,2024-09-08,1,1,D.K. Metcalf,26.269,SEA,DEN,W 26-20,0,0,0,0,0,0,0,0,0,0,4,3,29,0,2,24,8.0,5,1.7,13.0,0,0,0,0.0,0,94.8,,,,,,,,,,,
83,84,2024,2024-09-15,2,2,D.K. Metcalf,26.276,SEA,NWE,W 23-20,0,0,0,0,0,0,0,0,0,0,14,10,129,1,3,68,6.8,61,6.1,11.4,0,0,2,14.3,0,123.8,,,,,,,,,,,
84,85,2024,2024-09-22,3,3,D.K. Metcalf,26.283,SEA,MIA,W 24-3,0,0,0,0,0,0,0,0,0,0,6,4,104,1,2,65,16.3,39,9.8,16.2,0,0,0,0.0,0,149.3,,,,,,,,,,,
85,86,2024,2024-09-30,4,4,D.K. Metcalf,26.291,SEA,DET,L 29-42,0,0,0,0,0,0,0,0,0,0,12,7,104,0,4,73,10.4,31,4.4,11.2,1,7.0,0,0.0,0,86.8,,,,,,,,,,,
86,87,2024,2024-10-06,5,5,D.K. Metcalf,26.297,SEA,NYG,L 20-29,0,0,0,0,0,0,0,0,0,0,7,4,55,0,2,37,9.3,18,4.5,9.3,0,0,1,14.3,0,82.4,,,,,,,,,,,
87,88,2024,2024-10-10,6,6,D.K. Metcalf,26.301,SEA,SFO,L 24-36,0,0,0,0,0,0,0,0,0,0,11,3,48,0,3,18,6.0,30,10.0,15.1,0,0,1,9.1,1,7.4,,,,,,,,,,,
88,89,2024,2024-10-20,7,7,D.K. Metcalf,26.311,SEA,ATL,W 34-14,0,0,0,0,0,0,0,0,0,0,7,4,99,1,3,90,22.5,9,2.3,21.9,0,0,0,0.0,0,141.4,,,,,,,,,,,
89,90,2024,2024-11-17,10,11,D.K. Metcalf,26.339,SEA,SFO,W 20-17,0,0,0,0,0,0,0,0,0,0,9,7,70,0,3,69,9.9,1,0.1,5.3,0,0,0,0.0,0,99.1,,,,,,,,,,,
90,91,2024,2024-11-24,11,12,D.K. Metcalf,26.346,SEA,ARI,W 16-6,0,0,0,0,0,0,0,0,0,0,5,4,59,0,2,50,12.5,9,2.3,18.8,1,4.0,0,0.0,0,115.8,,,,,,,,,,,
91,92,2024,2024-12-01,12,13,D.K. Metcalf,26.353,SEA,NYJ,W 26-21,0,0,0,0,0,0,0,0,0,0,9,4,66,0,2,55,13.8,11,2.8,12.7,0,0,0,0.0,0,69.7,,,,,,,,,,,
92,93,2024,2024-12-08,13,14,D.K. Metcalf,26.360,SEA,ARI,W 30-18,0,0,0,0,0,0,0,0,0,0,6,4,49,0,2,23,5.8,26,6.5,10.2,1,4.0,0,0.0,0,91.7,,,,,,,,,,,
93,94,2024,2024-12-15,14,15,D.K. Metcalf,27.001,SEA,GNB,L 13-30,0,0,0,0,0,0,0,0,0,0,3,3,28,0,1,27,9.0,1,0.3,9.0,0,0,0,0.0,0,105.6,,,,,,,,,,,
94,95,2024,2024-12-22,15,16,D.K. Metcalf,27.008,SEA,MIN,L 24-27,0,0,0,0,0,0,0,0,0,0,7,3,57,1,2,54,18.0,3,1.0,16.3,0,0,0,0.0,1,71.7,,,,,,,,,,,
95,96,2024,2024-12-26,16,17,D.K. Metcalf,27.012,SEA,CHI,W 6-3,0,0,0,0,0,0,0,0,0,0,3,3,42,0,2,32,10.7,10,3.3,10.7,0,0,0,0.0,0,118.7,,,,,,,,,,,
